date,company,sector,role,role_type,channel,status,contact_person,fit_rating,notes,cv_file,cover_letter_file,source,url
2026-08-27,Trace3,Tech / Analytics,"Senior Director, AI Platforms",Full-time,linkedin,applied,,,,,,linkedin,https://www.linkedin.com/comm/jobs/view/4424616695/
